,drug_name,dates
20977,Gabapentin (Page 50),"April 21, 2015"
20978,Gabapentin (Page 50),"April 18, 2015"
20979,Gabapentin (Page 50),"April 17, 2015"
20980,Gabapentin (Page 50),"April 17, 2015"
20981,Gabapentin (Page 50),"April 16, 2015"
20982,Gabapentin (Page 50),"April 15, 2015"
20983,Gabapentin (Page 50),"April 14, 2015"
20984,Gabapentin (Page 50),"April 13, 2015"
20985,Gabapentin (Page 50),"April 9, 2015"
20986,Gabapentin (Page 50),"April 6, 2015"
20987,Gabapentin (Page 50),"April 6, 2015"
20988,Gabapentin (Page 50),"April 6, 2015"
20989,Gabapentin (Page 50),"April 6, 2015"
20990,Gabapentin (Page 50),"April 6, 2015"
20991,Gabapentin (Page 50),"April 4, 2015"
20992,Gabapentin (Page 50),"April 2, 2015"
20993,Gabapentin (Page 50),"April 2, 2015"
20994,Gabapentin (Page 50),"April 1, 2015"
20995,Gabapentin (Page 50),"March 29, 2015"
20996,Gabapentin (Page 50),"March 27, 2015"
20997,Gabapentin (Page 50),"March 26, 2015"
20998,Gabapentin (Page 50),"March 25, 2015"
20999,Gabapentin (Page 50),"March 20, 2015"
21000,Gabapentin (Page 50),"March 18, 2015"
21001,Gabapentin (Page 50),"March 17, 2015"
21002,Gabapentin (Page 51),"March 11, 2015"
21003,Gabapentin (Page 51),"March 10, 2015"
21004,Gabapentin (Page 51),"March 8, 2015"
21005,Gabapentin (Page 51),"March 6, 2015"
21006,Gabapentin (Page 51),"March 6, 2015"
21007,Gabapentin (Page 51),"March 5, 2015"
21008,Gabapentin (Page 51),"March 3, 2015"
21009,Gabapentin (Page 51),"February 28, 2015"
21010,Gabapentin (Page 51),"February 27, 2015"
21011,Gabapentin (Page 51),"February 24, 2015"
21012,Gabapentin (Page 51),"February 23, 2015"
21013,Gabapentin (Page 51),"February 20, 2015"
21014,Gabapentin (Page 51),"February 19, 2015"
21015,Gabapentin (Page 51),"February 15, 2015"
21016,Gabapentin (Page 51),"February 13, 2015"
21017,Gabapentin (Page 51),"February 11, 2015"
21018,Gabapentin (Page 51),"February 10, 2015"
21019,Gabapentin (Page 51),"February 6, 2015"
21020,Gabapentin (Page 51),"February 3, 2015"
21021,Gabapentin (Page 51),"January 31, 2015"
21022,Gabapentin (Page 51),"January 29, 2015"
21023,Gabapentin (Page 51),"January 28, 2015"
21024,Gabapentin (Page 51),"January 26, 2015"
21025,Gabapentin (Page 51),"January 22, 2015"
21026,Gabapentin (Page 51),"January 21, 2015"
21027,Gabapentin (Page 52),"January 20, 2015"
21028,Gabapentin (Page 52),"January 19, 2015"
21029,Gabapentin (Page 52),"January 19, 2015"
21030,Gabapentin (Page 52),"January 16, 2015"
21031,Gabapentin (Page 52),"January 15, 2015"
21032,Gabapentin (Page 52),"January 9, 2015"
21033,Gabapentin (Page 52),"January 5, 2015"
21034,Gabapentin (Page 52),"January 2, 2015"
21035,Gabapentin (Page 52),"January 2, 2015"
21036,Gabapentin (Page 52),"December 28, 2014"
21037,Gabapentin (Page 52),"December 26, 2014"
21038,Gabapentin (Page 52),"December 21, 2014"
21039,Gabapentin (Page 52),"December 17, 2014"
21040,Gabapentin (Page 52),"December 11, 2014"
21041,Gabapentin (Page 52),"December 11, 2014"
21042,Gabapentin (Page 52),"December 8, 2014"
21043,Gabapentin (Page 52),"December 3, 2014"
21044,Gabapentin (Page 52),"December 2, 2014"
21045,Gabapentin (Page 52),"December 2, 2014"
21046,Gabapentin (Page 52),"December 1, 2014"
21047,Gabapentin (Page 52),"November 30, 2014"
21048,Gabapentin (Page 52),"November 29, 2014"
21049,Gabapentin (Page 52),"November 22, 2014"
21050,Gabapentin (Page 52),"November 22, 2014"
21051,Gabapentin (Page 52),"November 11, 2014"
21052,Gabapentin (Page 53),"November 4, 2014"
21053,Gabapentin (Page 53),"November 3, 2014"
21054,Gabapentin (Page 53),"October 27, 2014"
21055,Gabapentin (Page 53),"October 27, 2014"
21056,Gabapentin (Page 53),"October 25, 2014"
21057,Gabapentin (Page 53),"October 25, 2014"
21058,Gabapentin (Page 53),"October 24, 2014"
21059,Gabapentin (Page 53),"October 23, 2014"
21060,Gabapentin (Page 53),"October 20, 2014"
21061,Gabapentin (Page 53),"October 19, 2014"
21062,Gabapentin (Page 53),"October 19, 2014"
21063,Gabapentin (Page 53),"October 19, 2014"
21064,Gabapentin (Page 53),"October 16, 2014"
21065,Gabapentin (Page 53),"October 16, 2014"
21066,Gabapentin (Page 53),"October 5, 2014"
21067,Gabapentin (Page 53),"October 5, 2014"
21068,Gabapentin (Page 53),"September 27, 2014"
21069,Gabapentin (Page 53),"September 24, 2014"
21070,Gabapentin (Page 53),"September 22, 2014"
21071,Gabapentin (Page 53),"September 21, 2014"
21072,Gabapentin (Page 53),"September 19, 2014"
21073,Gabapentin (Page 53),"September 19, 2014"
21074,Gabapentin (Page 53),"September 19, 2014"
21075,Gabapentin (Page 53),"September 18, 2014"
21076,Gabapentin (Page 53),"September 16, 2014"
21077,Gabapentin (Page 54),"September 9, 2014"
21078,Gabapentin (Page 54),"September 7, 2014"
21079,Gabapentin (Page 54),"September 6, 2014"
21080,Gabapentin (Page 54),"September 2, 2014"
21081,Gabapentin (Page 54),"August 31, 2014"
21082,Gabapentin (Page 54),"August 30, 2014"
21083,Gabapentin (Page 54),"August 29, 2014"
21084,Gabapentin (Page 54),"August 29, 2014"
21085,Gabapentin (Page 54),"August 27, 2014"
21086,Gabapentin (Page 54),"August 21, 2014"
21087,Gabapentin (Page 54),"August 21, 2014"
21088,Gabapentin (Page 54),"August 19, 2014"
21089,Gabapentin (Page 54),"August 13, 2014"
21090,Gabapentin (Page 54),"August 13, 2014"
21091,Gabapentin (Page 54),"August 7, 2014"
21092,Gabapentin (Page 54),"August 7, 2014"
21093,Gabapentin (Page 54),"August 3, 2014"
21094,Gabapentin (Page 54),"August 2, 2014"
21095,Gabapentin (Page 54),"July 28, 2014"
21096,Gabapentin (Page 54),"July 26, 2014"
21097,Gabapentin (Page 54),"July 25, 2014"
21098,Gabapentin (Page 54),"July 21, 2014"
21099,Gabapentin (Page 54),"July 20, 2014"
21100,Gabapentin (Page 54),"July 17, 2014"
21101,Gabapentin (Page 54),"July 17, 2014"
21102,Gabapentin (Page 55),"July 15, 2014"
21103,Gabapentin (Page 55),"July 14, 2014"
21104,Gabapentin (Page 55),"July 13, 2014"
21105,Gabapentin (Page 55),"July 8, 2014"
21106,Gabapentin (Page 55),"July 8, 2014"
21107,Gabapentin (Page 55),"July 1, 2014"
21108,Gabapentin (Page 55),"July 1, 2014"
21109,Gabapentin (Page 55),"June 28, 2014"
21110,Gabapentin (Page 55),"June 25, 2014"
21111,Gabapentin (Page 55),"June 18, 2014"
21112,Gabapentin (Page 55),"June 14, 2014"
21113,Gabapentin (Page 55),"June 12, 2014"
21114,Gabapentin (Page 55),"June 11, 2014"
21115,Gabapentin (Page 55),"June 4, 2014"
21116,Gabapentin (Page 55),"June 1, 2014"
21117,Gabapentin (Page 55),"June 1, 2014"
21118,Gabapentin (Page 55),"May 30, 2014"
21119,Gabapentin (Page 55),"May 29, 2014"
21120,Gabapentin (Page 55),"May 28, 2014"
21121,Gabapentin (Page 55),"May 26, 2014"
21122,Gabapentin (Page 55),"May 20, 2014"
21123,Gabapentin (Page 55),"May 18, 2014"
21124,Gabapentin (Page 55),"May 17, 2014"
21125,Gabapentin (Page 55),"May 6, 2014"
21126,Gabapentin (Page 55),"May 6, 2014"
21127,Gabapentin (Page 56),"April 30, 2014"
21128,Gabapentin (Page 56),"April 29, 2014"
21129,Gabapentin (Page 56),"April 25, 2014"
21130,Gabapentin (Page 56),"April 21, 2014"
21131,Gabapentin (Page 56),"April 19, 2014"
21132,Gabapentin (Page 56),"April 19, 2014"
21133,Gabapentin (Page 56),"April 15, 2014"
21134,Gabapentin (Page 56),"April 13, 2014"
21135,Gabapentin (Page 56),"April 10, 2014"
21136,Gabapentin (Page 56),"April 10, 2014"
21137,Gabapentin (Page 56),"April 4, 2014"
21138,Gabapentin (Page 56),"March 31, 2014"
21139,Gabapentin (Page 56),"March 29, 2014"
21140,Gabapentin (Page 56),"March 28, 2014"
21141,Gabapentin (Page 56),"March 20, 2014"
21142,Gabapentin (Page 56),"March 19, 2014"
21143,Gabapentin (Page 56),"March 16, 2014"
21144,Gabapentin (Page 56),"March 15, 2014"
21145,Gabapentin (Page 56),"March 14, 2014"
21146,Gabapentin (Page 56),"March 13, 2014"
21147,Gabapentin (Page 56),"March 10, 2014"
21148,Gabapentin (Page 56),"March 9, 2014"
21149,Gabapentin (Page 56),"March 9, 2014"
21150,Gabapentin (Page 56),"March 5, 2014"
21151,Gabapentin (Page 56),"March 4, 2014"
21152,Gabapentin (Page 57),"March 3, 2014"
21153,Gabapentin (Page 57),"February 28, 2014"
21154,Gabapentin (Page 57),"February 27, 2014"
21155,Gabapentin (Page 57),"February 25, 2014"
21156,Gabapentin (Page 57),"February 23, 2014"
21157,Gabapentin (Page 57),"February 22, 2014"
21158,Gabapentin (Page 57),"February 21, 2014"
21159,Gabapentin (Page 57),"February 17, 2014"
21160,Gabapentin (Page 57),"February 16, 2014"
21161,Gabapentin (Page 57),"February 15, 2014"
21162,Gabapentin (Page 57),"February 11, 2014"
21163,Gabapentin (Page 57),"February 8, 2014"
21164,Gabapentin (Page 57),"February 7, 2014"
21165,Gabapentin (Page 57),"February 5, 2014"
21166,Gabapentin (Page 57),"February 1, 2014"
21167,Gabapentin (Page 57),"January 30, 2014"
21168,Gabapentin (Page 57),"January 30, 2014"
21169,Gabapentin (Page 57),"January 29, 2014"
21170,Gabapentin (Page 57),"January 29, 2014"
21171,Gabapentin (Page 57),"January 20, 2014"
21172,Gabapentin (Page 57),"January 18, 2014"
21173,Gabapentin (Page 57),"January 16, 2014"
21174,Gabapentin (Page 57),"January 9, 2014"
21175,Gabapentin (Page 57),"January 8, 2014"
21176,Gabapentin (Page 57),"January 6, 2014"
21177,Gabapentin (Page 58),"January 4, 2014"
21178,Gabapentin (Page 58),"January 3, 2014"
21179,Gabapentin (Page 58),"December 31, 2013"
21180,Gabapentin (Page 58),"December 24, 2013"
21181,Gabapentin (Page 58),"December 22, 2013"
21182,Gabapentin (Page 58),"December 21, 2013"
21183,Gabapentin (Page 58),"December 15, 2013"
21184,Gabapentin (Page 58),"December 11, 2013"
21185,Gabapentin (Page 58),"December 8, 2013"
21186,Gabapentin (Page 58),"December 7, 2013"
21187,Gabapentin (Page 58),"December 2, 2013"
21188,Gabapentin (Page 58),"November 27, 2013"
21189,Gabapentin (Page 58),"November 26, 2013"
21190,Gabapentin (Page 58),"November 25, 2013"
21191,Gabapentin (Page 58),"November 25, 2013"
21192,Gabapentin (Page 58),"November 21, 2013"
21193,Gabapentin (Page 58),"November 20, 2013"
21194,Gabapentin (Page 58),"November 15, 2013"
21195,Gabapentin (Page 58),"November 15, 2013"
21196,Gabapentin (Page 58),"November 10, 2013"
21197,Gabapentin (Page 58),"November 8, 2013"
21198,Gabapentin (Page 58),"November 7, 2013"
21199,Gabapentin (Page 58),"November 7, 2013"
21200,Gabapentin (Page 58),"November 6, 2013"
21201,Gabapentin (Page 58),"November 5, 2013"
21202,Gabapentin (Page 59),"November 5, 2013"
21203,Gabapentin (Page 59),"November 4, 2013"
21204,Gabapentin (Page 59),"October 31, 2013"
21205,Gabapentin (Page 59),"October 27, 2013"
21206,Gabapentin (Page 59),"October 25, 2013"
21207,Gabapentin (Page 59),"October 22, 2013"
21208,Gabapentin (Page 59),"October 16, 2013"
21209,Gabapentin (Page 59),"October 11, 2013"
21210,Gabapentin (Page 59),"October 5, 2013"
21211,Gabapentin (Page 59),"October 2, 2013"
21212,Gabapentin (Page 59),"September 24, 2013"
21213,Gabapentin (Page 59),"September 24, 2013"
21214,Gabapentin (Page 59),"September 24, 2013"
21215,Gabapentin (Page 59),"September 23, 2013"
21216,Gabapentin (Page 59),"September 22, 2013"
21217,Gabapentin (Page 59),"September 20, 2013"
21218,Gabapentin (Page 59),"September 18, 2013"
21219,Gabapentin (Page 59),"September 18, 2013"
21220,Gabapentin (Page 59),"September 9, 2013"
21221,Gabapentin (Page 59),"September 4, 2013"
21222,Gabapentin (Page 59),"September 4, 2013"
21223,Gabapentin (Page 59),"September 1, 2013"
21224,Gabapentin (Page 59),"August 30, 2013"
21225,Gabapentin (Page 59),"August 29, 2013"
21226,Gabapentin (Page 59),"August 28, 2013"
21227,Gabapentin (Page 60),"August 19, 2013"
21228,Gabapentin (Page 60),"August 17, 2013"
21229,Gabapentin (Page 60),"August 12, 2013"
21230,Gabapentin (Page 60),"August 9, 2013"
21231,Gabapentin (Page 60),"August 9, 2013"
21232,Gabapentin (Page 60),"August 2, 2013"
21233,Gabapentin (Page 60),"August 1, 2013"
21234,Gabapentin (Page 60),"July 31, 2013"
21235,Gabapentin (Page 60),"July 31, 2013"
21236,Gabapentin (Page 60),"July 26, 2013"
21237,Gabapentin (Page 60),"July 22, 2013"
21238,Gabapentin (Page 60),"July 21, 2013"
21239,Gabapentin (Page 60),"July 19, 2013"
21240,Gabapentin (Page 60),"July 15, 2013"
21241,Gabapentin (Page 60),"July 14, 2013"
21242,Gabapentin (Page 60),"July 11, 2013"
21243,Gabapentin (Page 60),"July 8, 2013"
21244,Gabapentin (Page 60),"June 30, 2013"
21245,Gabapentin (Page 60),"June 29, 2013"
21246,Gabapentin (Page 60),"June 27, 2013"
21247,Gabapentin (Page 60),"June 24, 2013"
21248,Gabapentin (Page 60),"June 16, 2013"
21249,Gabapentin (Page 60),"June 15, 2013"
21250,Gabapentin (Page 60),"June 11, 2013"
21251,Gabapentin (Page 60),"June 10, 2013"
21252,Gabapentin (Page 61),"June 9, 2013"
21253,Gabapentin (Page 61),"June 4, 2013"
21254,Gabapentin (Page 61),"June 1, 2013"
21255,Gabapentin (Page 61),"May 28, 2013"
21256,Gabapentin (Page 61),"May 23, 2013"
21257,Gabapentin (Page 61),"May 23, 2013"
21258,Gabapentin (Page 61),"May 18, 2013"
21259,Gabapentin (Page 61),"May 17, 2013"
21260,Gabapentin (Page 61),"May 13, 2013"
21261,Gabapentin (Page 61),"May 8, 2013"
21262,Gabapentin (Page 61),"May 8, 2013"
21263,Gabapentin (Page 61),"May 1, 2013"
21264,Gabapentin (Page 61),"April 29, 2013"
21265,Gabapentin (Page 61),"April 28, 2013"
21266,Gabapentin (Page 61),"April 26, 2013"
21267,Gabapentin (Page 61),"April 24, 2013"
21268,Gabapentin (Page 61),"April 24, 2013"
21269,Gabapentin (Page 61),"April 17, 2013"
21270,Gabapentin (Page 61),"April 13, 2013"
21271,Gabapentin (Page 61),"April 10, 2013"
21272,Gabapentin (Page 61),"April 7, 2013"
21273,Gabapentin (Page 61),"April 6, 2013"
21274,Gabapentin (Page 61),"April 3, 2013"
21275,Gabapentin (Page 61),"April 3, 2013"
21276,Gabapentin (Page 61),"March 23, 2013"
21277,Gabapentin (Page 62),"March 21, 2013"
21278,Gabapentin (Page 62),"March 17, 2013"
21279,Gabapentin (Page 62),"March 16, 2013"
21280,Gabapentin (Page 62),"March 14, 2013"
21281,Gabapentin (Page 62),"March 14, 2013"
21282,Gabapentin (Page 62),"March 2, 2013"
21283,Gabapentin (Page 62),"February 24, 2013"
21284,Gabapentin (Page 62),"February 5, 2013"
21285,Gabapentin (Page 62),"January 31, 2013"
21286,Gabapentin (Page 62),"January 24, 2013"
21287,Gabapentin (Page 62),"January 18, 2013"
21288,Gabapentin (Page 62),"January 14, 2013"
21289,Gabapentin (Page 62),"January 11, 2013"
21290,Gabapentin (Page 62),"January 6, 2013"
21291,Gabapentin (Page 62),"January 6, 2013"
21292,Gabapentin (Page 62),"January 6, 2013"
21293,Gabapentin (Page 62),"January 2, 2013"
21294,Gabapentin (Page 62),"December 31, 2012"
21295,Gabapentin (Page 62),"December 23, 2012"
21296,Gabapentin (Page 62),"December 17, 2012"
21297,Gabapentin (Page 62),"December 6, 2012"
21298,Gabapentin (Page 62),"November 28, 2012"
21299,Gabapentin (Page 62),"November 16, 2012"
21300,Gabapentin (Page 62),"November 14, 2012"
21301,Gabapentin (Page 62),"November 6, 2012"
21302,Gabapentin (Page 63),"October 14, 2012"
21303,Gabapentin (Page 63),"October 12, 2012"
21304,Gabapentin (Page 63),"October 10, 2012"
21305,Gabapentin (Page 63),"October 2, 2012"
21306,Gabapentin (Page 63),"September 18, 2012"
21307,Gabapentin (Page 63),"September 17, 2012"
21308,Gabapentin (Page 63),"September 2, 2012"
21309,Gabapentin (Page 63),"August 22, 2012"
21310,Gabapentin (Page 63),"August 19, 2012"
21311,Gabapentin (Page 63),"August 19, 2012"
21312,Gabapentin (Page 63),"August 2, 2012"
21313,Gabapentin (Page 63),"August 1, 2012"
21314,Gabapentin (Page 63),"August 1, 2012"
21315,Gabapentin (Page 63),"July 28, 2012"
21316,Gabapentin (Page 63),"July 25, 2012"
21317,Gabapentin (Page 63),"July 18, 2012"
21318,Gabapentin (Page 63),"July 10, 2012"
21319,Gabapentin (Page 63),"June 28, 2012"
21320,Gabapentin (Page 63),"June 25, 2012"
21321,Gabapentin (Page 63),"June 19, 2012"
21322,Gabapentin (Page 63),"June 16, 2012"
21323,Gabapentin (Page 63),"June 8, 2012"
21324,Gabapentin (Page 63),"June 7, 2012"
21325,Gabapentin (Page 63),"June 6, 2012"
21326,Gabapentin (Page 63),"May 30, 2012"
21327,Gabapentin (Page 64),"May 29, 2012"
21328,Gabapentin (Page 64),"May 24, 2012"
21329,Gabapentin (Page 64),"May 24, 2012"
21330,Gabapentin (Page 64),"May 18, 2012"
21331,Gabapentin (Page 64),"May 10, 2012"
21332,Gabapentin (Page 64),"April 28, 2012"
21333,Gabapentin (Page 64),"April 27, 2012"
21334,Gabapentin (Page 64),"April 23, 2012"
21335,Gabapentin (Page 64),"April 22, 2012"
21336,Gabapentin (Page 64),"April 20, 2012"
21337,Gabapentin (Page 64),"April 15, 2012"
21338,Gabapentin (Page 64),"April 12, 2012"
21339,Gabapentin (Page 64),"April 6, 2012"
21340,Gabapentin (Page 64),"March 27, 2012"
21341,Gabapentin (Page 64),"March 22, 2012"
21342,Gabapentin (Page 64),"March 14, 2012"
21343,Gabapentin (Page 64),"March 11, 2012"
21344,Gabapentin (Page 64),"March 7, 2012"
21345,Gabapentin (Page 64),"March 6, 2012"
21346,Gabapentin (Page 64),"March 5, 2012"
21347,Gabapentin (Page 64),"March 5, 2012"
21348,Gabapentin (Page 64),"March 2, 2012"
21349,Gabapentin (Page 64),"February 29, 2012"
21350,Gabapentin (Page 64),"February 28, 2012"
21351,Gabapentin (Page 64),"February 27, 2012"
21352,Gabapentin (Page 65),"February 25, 2012"
21353,Gabapentin (Page 65),"February 24, 2012"
21354,Gabapentin (Page 65),"February 22, 2012"
21355,Gabapentin (Page 65),"February 17, 2012"
21356,Gabapentin (Page 65),"February 15, 2012"
21357,Gabapentin (Page 65),"February 10, 2012"
21358,Gabapentin (Page 65),"February 9, 2012"
21359,Gabapentin (Page 65),"February 7, 2012"
21360,Gabapentin (Page 65),"February 5, 2012"
21361,Gabapentin (Page 65),"February 4, 2012"
21362,Gabapentin (Page 65),"January 29, 2012"
21363,Gabapentin (Page 65),"January 22, 2012"
21364,Gabapentin (Page 65),"January 21, 2012"
21365,Gabapentin (Page 65),"January 20, 2012"
21366,Gabapentin (Page 65),"January 20, 2012"
21367,Gabapentin (Page 65),"January 12, 2012"
21368,Gabapentin (Page 65),"December 30, 2011"
21369,Gabapentin (Page 65),"December 15, 2011"
21370,Gabapentin (Page 65),"December 11, 2011"
21371,Gabapentin (Page 65),"December 10, 2011"
21372,Gabapentin (Page 65),"November 29, 2011"
21373,Gabapentin (Page 65),"November 27, 2011"
21374,Gabapentin (Page 65),"November 26, 2011"
21375,Gabapentin (Page 65),"November 25, 2011"
21376,Gabapentin (Page 65),"November 21, 2011"
21377,Gabapentin (Page 66),"November 20, 2011"
21378,Gabapentin (Page 66),"November 18, 2011"
21379,Gabapentin (Page 66),"November 14, 2011"
21380,Gabapentin (Page 66),"November 11, 2011"
21381,Gabapentin (Page 66),"November 11, 2011"
21382,Gabapentin (Page 66),"November 10, 2011"
21383,Gabapentin (Page 66),"November 9, 2011"
21384,Gabapentin (Page 66),"November 9, 2011"
21385,Gabapentin (Page 66),"November 6, 2011"
21386,Gabapentin (Page 66),"November 1, 2011"
21387,Gabapentin (Page 66),"November 1, 2011"
21388,Gabapentin (Page 66),"October 30, 2011"
21389,Gabapentin (Page 66),"October 28, 2011"
21390,Gabapentin (Page 66),"October 26, 2011"
21391,Gabapentin (Page 66),"October 25, 2011"
21392,Gabapentin (Page 66),"October 25, 2011"
21393,Gabapentin (Page 66),"October 13, 2011"
21394,Gabapentin (Page 66),"October 12, 2011"
21395,Gabapentin (Page 66),"October 5, 2011"
21396,Gabapentin (Page 66),"October 1, 2011"
