,drug_name,dates
20418,Gabapentin (Page 27),"January 18, 2017"
20419,Gabapentin (Page 27),"January 16, 2017"
20420,Gabapentin (Page 27),"January 16, 2017"
20421,Gabapentin (Page 27),"January 14, 2017"
20422,Gabapentin (Page 27),"January 14, 2017"
20423,Gabapentin (Page 27),"January 13, 2017"
20424,Gabapentin (Page 27),"January 13, 2017"
20425,Gabapentin (Page 27),"January 11, 2017"
20426,Gabapentin (Page 27),"January 11, 2017"
20427,Gabapentin (Page 28),"January 11, 2017"
20428,Gabapentin (Page 28),"January 9, 2017"
20429,Gabapentin (Page 28),"January 7, 2017"
20430,Gabapentin (Page 28),"January 7, 2017"
20431,Gabapentin (Page 28),"January 7, 2017"
20432,Gabapentin (Page 28),"January 6, 2017"
20433,Gabapentin (Page 28),"January 5, 2017"
20434,Gabapentin (Page 28),"January 4, 2017"
20435,Gabapentin (Page 28),"January 4, 2017"
20436,Gabapentin (Page 28),"January 2, 2017"
20437,Gabapentin (Page 28),"January 1, 2017"
20438,Gabapentin (Page 28),"January 1, 2017"
20439,Gabapentin (Page 28),"December 31, 2016"
20440,Gabapentin (Page 28),"December 31, 2016"
20441,Gabapentin (Page 28),"December 27, 2016"
20442,Gabapentin (Page 28),"December 26, 2016"
20443,Gabapentin (Page 28),"December 26, 2016"
20444,Gabapentin (Page 28),"December 26, 2016"
20445,Gabapentin (Page 28),"December 25, 2016"
20446,Gabapentin (Page 28),"December 24, 2016"
20447,Gabapentin (Page 28),"December 23, 2016"
20448,Gabapentin (Page 28),"December 23, 2016"
20449,Gabapentin (Page 28),"December 22, 2016"
20450,Gabapentin (Page 28),"December 21, 2016"
20451,Gabapentin (Page 28),"December 21, 2016"
20452,Gabapentin (Page 29),"December 20, 2016"
20453,Gabapentin (Page 29),"December 19, 2016"
20454,Gabapentin (Page 29),"December 19, 2016"
20455,Gabapentin (Page 29),"December 19, 2016"
20456,Gabapentin (Page 29),"December 18, 2016"
20457,Gabapentin (Page 29),"December 16, 2016"
20458,Gabapentin (Page 29),"December 16, 2016"
20459,Gabapentin (Page 29),"December 15, 2016"
20460,Gabapentin (Page 29),"December 14, 2016"
20461,Gabapentin (Page 29),"December 13, 2016"
20462,Gabapentin (Page 29),"December 13, 2016"
20463,Gabapentin (Page 29),"December 12, 2016"
20464,Gabapentin (Page 29),"December 12, 2016"
20465,Gabapentin (Page 29),"December 10, 2016"
20466,Gabapentin (Page 29),"December 7, 2016"
20467,Gabapentin (Page 29),"December 7, 2016"
20468,Gabapentin (Page 29),"December 5, 2016"
20469,Gabapentin (Page 29),"December 5, 2016"
20470,Gabapentin (Page 29),"December 5, 2016"
20471,Gabapentin (Page 29),"December 1, 2016"
20472,Gabapentin (Page 29),"December 1, 2016"
20473,Gabapentin (Page 29),"November 30, 2016"
20474,Gabapentin (Page 29),"November 30, 2016"
20475,Gabapentin (Page 29),"November 24, 2016"
20476,Gabapentin (Page 29),"November 23, 2016"
20477,Gabapentin (Page 30),"November 23, 2016"
20478,Gabapentin (Page 30),"November 22, 2016"
20479,Gabapentin (Page 30),"November 20, 2016"
20480,Gabapentin (Page 30),"November 17, 2016"
20481,Gabapentin (Page 30),"November 16, 2016"
20482,Gabapentin (Page 30),"November 15, 2016"
20483,Gabapentin (Page 30),"November 14, 2016"
20484,Gabapentin (Page 30),"November 13, 2016"
20485,Gabapentin (Page 30),"November 12, 2016"
20486,Gabapentin (Page 30),"November 10, 2016"
20487,Gabapentin (Page 30),"November 9, 2016"
20488,Gabapentin (Page 30),"November 9, 2016"
20489,Gabapentin (Page 30),"November 9, 2016"
20490,Gabapentin (Page 30),"November 8, 2016"
20491,Gabapentin (Page 30),"November 8, 2016"
20492,Gabapentin (Page 30),"November 7, 2016"
20493,Gabapentin (Page 30),"November 6, 2016"
20494,Gabapentin (Page 30),"November 6, 2016"
20495,Gabapentin (Page 30),"November 5, 2016"
20496,Gabapentin (Page 30),"November 5, 2016"
20497,Gabapentin (Page 30),"November 5, 2016"
20498,Gabapentin (Page 30),"November 5, 2016"
20499,Gabapentin (Page 30),"November 4, 2016"
20500,Gabapentin (Page 30),"November 3, 2016"
20501,Gabapentin (Page 30),"November 3, 2016"
20502,Gabapentin (Page 31),"November 2, 2016"
20503,Gabapentin (Page 31),"November 2, 2016"
20504,Gabapentin (Page 31),"October 28, 2016"
20505,Gabapentin (Page 31),"October 28, 2016"
20506,Gabapentin (Page 31),"October 27, 2016"
20507,Gabapentin (Page 31),"October 27, 2016"
20508,Gabapentin (Page 31),"October 27, 2016"
20509,Gabapentin (Page 31),"October 27, 2016"
20510,Gabapentin (Page 31),"October 26, 2016"
20511,Gabapentin (Page 31),"October 26, 2016"
20512,Gabapentin (Page 31),"October 25, 2016"
20513,Gabapentin (Page 31),"October 24, 2016"
20514,Gabapentin (Page 31),"October 24, 2016"
20515,Gabapentin (Page 31),"October 24, 2016"
20516,Gabapentin (Page 31),"October 23, 2016"
20517,Gabapentin (Page 31),"October 18, 2016"
20518,Gabapentin (Page 31),"October 16, 2016"
20519,Gabapentin (Page 31),"October 16, 2016"
20520,Gabapentin (Page 31),"October 15, 2016"
20521,Gabapentin (Page 31),"October 13, 2016"
20522,Gabapentin (Page 31),"October 12, 2016"
20523,Gabapentin (Page 31),"October 11, 2016"
20524,Gabapentin (Page 31),"October 8, 2016"
20525,Gabapentin (Page 31),"October 7, 2016"
20526,Gabapentin (Page 31),"October 7, 2016"
20527,Gabapentin (Page 32),"October 6, 2016"
20528,Gabapentin (Page 32),"October 5, 2016"
20529,Gabapentin (Page 32),"October 5, 2016"
20530,Gabapentin (Page 32),"October 5, 2016"
20531,Gabapentin (Page 32),"September 30, 2016"
20532,Gabapentin (Page 32),"September 30, 2016"
20533,Gabapentin (Page 32),"September 29, 2016"
20534,Gabapentin (Page 32),"September 29, 2016"
20535,Gabapentin (Page 32),"September 27, 2016"
20536,Gabapentin (Page 32),"September 26, 2016"
20537,Gabapentin (Page 32),"September 24, 2016"
20538,Gabapentin (Page 32),"September 23, 2016"
20539,Gabapentin (Page 32),"September 23, 2016"
20540,Gabapentin (Page 32),"September 22, 2016"
20541,Gabapentin (Page 32),"September 22, 2016"
20542,Gabapentin (Page 32),"September 21, 2016"
20543,Gabapentin (Page 32),"September 19, 2016"
20544,Gabapentin (Page 32),"September 19, 2016"
20545,Gabapentin (Page 32),"September 15, 2016"
20546,Gabapentin (Page 32),"September 15, 2016"
20547,Gabapentin (Page 32),"September 13, 2016"
20548,Gabapentin (Page 32),"September 12, 2016"
20549,Gabapentin (Page 32),"September 10, 2016"
20550,Gabapentin (Page 32),"September 10, 2016"
20551,Gabapentin (Page 32),"September 8, 2016"
20552,Gabapentin (Page 33),"September 7, 2016"
20553,Gabapentin (Page 33),"September 7, 2016"
20554,Gabapentin (Page 33),"September 6, 2016"
20555,Gabapentin (Page 33),"September 6, 2016"
20556,Gabapentin (Page 33),"September 5, 2016"
20557,Gabapentin (Page 33),"September 4, 2016"
20558,Gabapentin (Page 33),"September 4, 2016"
20559,Gabapentin (Page 33),"September 4, 2016"
20560,Gabapentin (Page 33),"September 3, 2016"
20561,Gabapentin (Page 33),"September 3, 2016"
20562,Gabapentin (Page 33),"September 2, 2016"
20563,Gabapentin (Page 33),"September 2, 2016"
20564,Gabapentin (Page 33),"September 1, 2016"
20565,Gabapentin (Page 33),"September 1, 2016"
20566,Gabapentin (Page 33),"September 1, 2016"
20567,Gabapentin (Page 33),"August 31, 2016"
20568,Gabapentin (Page 33),"August 30, 2016"
20569,Gabapentin (Page 33),"August 29, 2016"
20570,Gabapentin (Page 33),"August 29, 2016"
20571,Gabapentin (Page 33),"August 26, 2016"
20572,Gabapentin (Page 33),"August 26, 2016"
20573,Gabapentin (Page 33),"August 26, 2016"
20574,Gabapentin (Page 33),"August 23, 2016"
20575,Gabapentin (Page 33),"August 20, 2016"
20576,Gabapentin (Page 33),"August 19, 2016"
20577,Gabapentin (Page 34),"August 17, 2016"
20578,Gabapentin (Page 34),"August 17, 2016"
20579,Gabapentin (Page 34),"August 14, 2016"
20580,Gabapentin (Page 34),"August 14, 2016"
20581,Gabapentin (Page 34),"August 14, 2016"
20582,Gabapentin (Page 34),"August 13, 2016"
20583,Gabapentin (Page 34),"August 13, 2016"
20584,Gabapentin (Page 34),"August 10, 2016"
20585,Gabapentin (Page 34),"August 7, 2016"
20586,Gabapentin (Page 34),"August 7, 2016"
20587,Gabapentin (Page 34),"August 5, 2016"
20588,Gabapentin (Page 34),"August 5, 2016"
20589,Gabapentin (Page 34),"August 3, 2016"
20590,Gabapentin (Page 34),"August 1, 2016"
20591,Gabapentin (Page 34),"July 31, 2016"
20592,Gabapentin (Page 34),"July 30, 2016"
20593,Gabapentin (Page 34),"July 29, 2016"
20594,Gabapentin (Page 34),"July 28, 2016"
20595,Gabapentin (Page 34),"July 28, 2016"
20596,Gabapentin (Page 34),"July 22, 2016"
20597,Gabapentin (Page 34),"July 22, 2016"
20598,Gabapentin (Page 34),"July 22, 2016"
20599,Gabapentin (Page 34),"July 20, 2016"
20600,Gabapentin (Page 34),"July 18, 2016"
20601,Gabapentin (Page 34),"July 18, 2016"
20602,Gabapentin (Page 35),"July 17, 2016"
20603,Gabapentin (Page 35),"July 15, 2016"
20604,Gabapentin (Page 35),"July 15, 2016"
20605,Gabapentin (Page 35),"July 14, 2016"
20606,Gabapentin (Page 35),"July 12, 2016"
20607,Gabapentin (Page 35),"July 12, 2016"
20608,Gabapentin (Page 35),"July 11, 2016"
20609,Gabapentin (Page 35),"July 11, 2016"
20610,Gabapentin (Page 35),"July 10, 2016"
20611,Gabapentin (Page 35),"July 10, 2016"
20612,Gabapentin (Page 35),"July 9, 2016"
20613,Gabapentin (Page 35),"July 7, 2016"
20614,Gabapentin (Page 35),"July 6, 2016"
20615,Gabapentin (Page 35),"July 5, 2016"
20616,Gabapentin (Page 35),"July 4, 2016"
20617,Gabapentin (Page 35),"July 2, 2016"
20618,Gabapentin (Page 35),"July 1, 2016"
20619,Gabapentin (Page 35),"June 28, 2016"
20620,Gabapentin (Page 35),"June 24, 2016"
20621,Gabapentin (Page 35),"June 21, 2016"
20622,Gabapentin (Page 35),"June 21, 2016"
20623,Gabapentin (Page 35),"June 21, 2016"
20624,Gabapentin (Page 35),"June 20, 2016"
20625,Gabapentin (Page 35),"June 19, 2016"
20626,Gabapentin (Page 35),"June 18, 2016"
20627,Gabapentin (Page 36),"June 16, 2016"
20628,Gabapentin (Page 36),"June 14, 2016"
20629,Gabapentin (Page 36),"June 14, 2016"
20630,Gabapentin (Page 36),"June 14, 2016"
20631,Gabapentin (Page 36),"June 12, 2016"
20632,Gabapentin (Page 36),"June 11, 2016"
20633,Gabapentin (Page 36),"June 10, 2016"
20634,Gabapentin (Page 36),"June 9, 2016"
20635,Gabapentin (Page 36),"June 9, 2016"
20636,Gabapentin (Page 36),"June 9, 2016"
20637,Gabapentin (Page 36),"June 7, 2016"
20638,Gabapentin (Page 36),"June 5, 2016"
20639,Gabapentin (Page 36),"June 4, 2016"
20640,Gabapentin (Page 36),"June 3, 2016"
20641,Gabapentin (Page 36),"June 1, 2016"
20642,Gabapentin (Page 36),"May 30, 2016"
20643,Gabapentin (Page 36),"May 29, 2016"
20644,Gabapentin (Page 36),"May 23, 2016"
20645,Gabapentin (Page 36),"May 20, 2016"
20646,Gabapentin (Page 36),"May 19, 2016"
20647,Gabapentin (Page 36),"May 17, 2016"
20648,Gabapentin (Page 36),"May 17, 2016"
20649,Gabapentin (Page 36),"May 16, 2016"
20650,Gabapentin (Page 36),"May 13, 2016"
20651,Gabapentin (Page 36),"May 11, 2016"
20652,Gabapentin (Page 37),"May 10, 2016"
20653,Gabapentin (Page 37),"May 9, 2016"
20654,Gabapentin (Page 37),"May 8, 2016"
20655,Gabapentin (Page 37),"May 8, 2016"
20656,Gabapentin (Page 37),"May 7, 2016"
20657,Gabapentin (Page 37),"May 7, 2016"
20658,Gabapentin (Page 37),"May 6, 2016"
20659,Gabapentin (Page 37),"May 5, 2016"
20660,Gabapentin (Page 37),"May 2, 2016"
20661,Gabapentin (Page 37),"May 1, 2016"
20662,Gabapentin (Page 37),"May 1, 2016"
20663,Gabapentin (Page 37),"April 30, 2016"
20664,Gabapentin (Page 37),"April 30, 2016"
20665,Gabapentin (Page 37),"April 30, 2016"
20666,Gabapentin (Page 37),"April 29, 2016"
20667,Gabapentin (Page 37),"April 27, 2016"
20668,Gabapentin (Page 37),"April 26, 2016"
20669,Gabapentin (Page 37),"April 23, 2016"
20670,Gabapentin (Page 37),"April 23, 2016"
20671,Gabapentin (Page 37),"April 23, 2016"
20672,Gabapentin (Page 37),"April 22, 2016"
20673,Gabapentin (Page 37),"April 22, 2016"
20674,Gabapentin (Page 37),"April 21, 2016"
20675,Gabapentin (Page 37),"April 20, 2016"
20676,Gabapentin (Page 37),"April 19, 2016"
20677,Gabapentin (Page 38),"April 18, 2016"
20678,Gabapentin (Page 38),"April 18, 2016"
20679,Gabapentin (Page 38),"April 15, 2016"
20680,Gabapentin (Page 38),"April 15, 2016"
20681,Gabapentin (Page 38),"April 15, 2016"
20682,Gabapentin (Page 38),"April 14, 2016"
20683,Gabapentin (Page 38),"April 12, 2016"
20684,Gabapentin (Page 38),"April 12, 2016"
20685,Gabapentin (Page 38),"April 11, 2016"
20686,Gabapentin (Page 38),"April 11, 2016"
20687,Gabapentin (Page 38),"April 11, 2016"
20688,Gabapentin (Page 38),"April 10, 2016"
20689,Gabapentin (Page 38),"April 9, 2016"
20690,Gabapentin (Page 38),"April 8, 2016"
20691,Gabapentin (Page 38),"April 8, 2016"
20692,Gabapentin (Page 38),"April 7, 2016"
20693,Gabapentin (Page 38),"April 6, 2016"
20694,Gabapentin (Page 38),"April 6, 2016"
20695,Gabapentin (Page 38),"April 5, 2016"
20696,Gabapentin (Page 38),"April 5, 2016"
20697,Gabapentin (Page 38),"April 2, 2016"
20698,Gabapentin (Page 38),"March 31, 2016"
20699,Gabapentin (Page 38),"March 31, 2016"
20700,Gabapentin (Page 38),"March 29, 2016"
20701,Gabapentin (Page 38),"March 29, 2016"
20702,Gabapentin (Page 39),"March 28, 2016"
20703,Gabapentin (Page 39),"March 27, 2016"
20704,Gabapentin (Page 39),"March 26, 2016"
20705,Gabapentin (Page 39),"March 26, 2016"
20706,Gabapentin (Page 39),"March 25, 2016"
20707,Gabapentin (Page 39),"March 25, 2016"
20708,Gabapentin (Page 39),"March 24, 2016"
20709,Gabapentin (Page 39),"March 24, 2016"
20710,Gabapentin (Page 39),"March 24, 2016"
20711,Gabapentin (Page 39),"March 24, 2016"
20712,Gabapentin (Page 39),"March 23, 2016"
20713,Gabapentin (Page 39),"March 22, 2016"
20714,Gabapentin (Page 39),"March 22, 2016"
20715,Gabapentin (Page 39),"March 21, 2016"
20716,Gabapentin (Page 39),"March 20, 2016"
20717,Gabapentin (Page 39),"March 20, 2016"
20718,Gabapentin (Page 39),"March 19, 2016"
20719,Gabapentin (Page 39),"March 18, 2016"
20720,Gabapentin (Page 39),"March 15, 2016"
20721,Gabapentin (Page 39),"March 14, 2016"
20722,Gabapentin (Page 39),"March 12, 2016"
20723,Gabapentin (Page 39),"March 9, 2016"
20724,Gabapentin (Page 39),"March 8, 2016"
20725,Gabapentin (Page 39),"March 8, 2016"
20726,Gabapentin (Page 39),"March 8, 2016"
20727,Gabapentin (Page 40),"March 6, 2016"
20728,Gabapentin (Page 40),"March 6, 2016"
20729,Gabapentin (Page 40),"March 5, 2016"
20730,Gabapentin (Page 40),"March 5, 2016"
20731,Gabapentin (Page 40),"March 4, 2016"
20732,Gabapentin (Page 40),"March 3, 2016"
20733,Gabapentin (Page 40),"March 2, 2016"
20734,Gabapentin (Page 40),"March 1, 2016"
20735,Gabapentin (Page 40),"March 1, 2016"
20736,Gabapentin (Page 40),"February 27, 2016"
20737,Gabapentin (Page 40),"February 26, 2016"
20738,Gabapentin (Page 40),"February 25, 2016"
20739,Gabapentin (Page 40),"February 25, 2016"
20740,Gabapentin (Page 40),"February 25, 2016"
20741,Gabapentin (Page 40),"February 23, 2016"
20742,Gabapentin (Page 40),"February 22, 2016"
20743,Gabapentin (Page 40),"February 21, 2016"
20744,Gabapentin (Page 40),"February 20, 2016"
20745,Gabapentin (Page 40),"February 19, 2016"
20746,Gabapentin (Page 40),"February 19, 2016"
20747,Gabapentin (Page 40),"February 18, 2016"
20748,Gabapentin (Page 40),"February 18, 2016"
20749,Gabapentin (Page 40),"February 17, 2016"
20750,Gabapentin (Page 40),"February 17, 2016"
20751,Gabapentin (Page 40),"February 16, 2016"
20752,Gabapentin (Page 41),"February 15, 2016"
20753,Gabapentin (Page 41),"February 14, 2016"
20754,Gabapentin (Page 41),"February 13, 2016"
20755,Gabapentin (Page 41),"February 13, 2016"
20756,Gabapentin (Page 41),"February 12, 2016"
20757,Gabapentin (Page 41),"February 12, 2016"
20758,Gabapentin (Page 41),"February 10, 2016"
20759,Gabapentin (Page 41),"February 6, 2016"
20760,Gabapentin (Page 41),"February 5, 2016"
20761,Gabapentin (Page 41),"February 5, 2016"
20762,Gabapentin (Page 41),"February 4, 2016"
20763,Gabapentin (Page 41),"February 4, 2016"
20764,Gabapentin (Page 41),"February 4, 2016"
20765,Gabapentin (Page 41),"February 3, 2016"
20766,Gabapentin (Page 41),"February 2, 2016"
20767,Gabapentin (Page 41),"February 2, 2016"
20768,Gabapentin (Page 41),"February 2, 2016"
20769,Gabapentin (Page 41),"February 1, 2016"
20770,Gabapentin (Page 41),"February 1, 2016"
20771,Gabapentin (Page 41),"January 29, 2016"
20772,Gabapentin (Page 41),"January 27, 2016"
20773,Gabapentin (Page 41),"January 26, 2016"
20774,Gabapentin (Page 41),"January 23, 2016"
20775,Gabapentin (Page 41),"January 22, 2016"
20776,Gabapentin (Page 41),"January 21, 2016"
20777,Gabapentin (Page 42),"January 20, 2016"
20778,Gabapentin (Page 42),"January 20, 2016"
20779,Gabapentin (Page 42),"January 20, 2016"
20780,Gabapentin (Page 42),"January 19, 2016"
20781,Gabapentin (Page 42),"January 18, 2016"
20782,Gabapentin (Page 42),"January 17, 2016"
20783,Gabapentin (Page 42),"January 16, 2016"
20784,Gabapentin (Page 42),"January 14, 2016"
20785,Gabapentin (Page 42),"January 11, 2016"
20786,Gabapentin (Page 42),"January 10, 2016"
20787,Gabapentin (Page 42),"January 10, 2016"
20788,Gabapentin (Page 42),"January 9, 2016"
20789,Gabapentin (Page 42),"January 8, 2016"
20790,Gabapentin (Page 42),"January 7, 2016"
20791,Gabapentin (Page 42),"January 5, 2016"
20792,Gabapentin (Page 42),"January 2, 2016"
20793,Gabapentin (Page 42),"December 31, 2015"
20794,Gabapentin (Page 42),"December 31, 2015"
20795,Gabapentin (Page 42),"December 31, 2015"
20796,Gabapentin (Page 42),"December 30, 2015"
20797,Gabapentin (Page 42),"December 30, 2015"
20798,Gabapentin (Page 42),"December 28, 2015"
20799,Gabapentin (Page 42),"December 27, 2015"
20800,Gabapentin (Page 42),"December 23, 2015"
20801,Gabapentin (Page 42),"December 22, 2015"
20802,Gabapentin (Page 43),"December 20, 2015"
20803,Gabapentin (Page 43),"December 19, 2015"
20804,Gabapentin (Page 43),"December 18, 2015"
20805,Gabapentin (Page 43),"December 17, 2015"
20806,Gabapentin (Page 43),"December 16, 2015"
20807,Gabapentin (Page 43),"December 15, 2015"
20808,Gabapentin (Page 43),"December 14, 2015"
20809,Gabapentin (Page 43),"December 13, 2015"
20810,Gabapentin (Page 43),"December 12, 2015"
20811,Gabapentin (Page 43),"December 12, 2015"
20812,Gabapentin (Page 43),"December 10, 2015"
20813,Gabapentin (Page 43),"December 8, 2015"
20814,Gabapentin (Page 43),"December 5, 2015"
20815,Gabapentin (Page 43),"December 4, 2015"
20816,Gabapentin (Page 43),"December 3, 2015"
20817,Gabapentin (Page 43),"December 2, 2015"
20818,Gabapentin (Page 43),"November 30, 2015"
20819,Gabapentin (Page 43),"November 28, 2015"
20820,Gabapentin (Page 43),"November 28, 2015"
20821,Gabapentin (Page 43),"November 26, 2015"
20822,Gabapentin (Page 43),"November 25, 2015"
20823,Gabapentin (Page 43),"November 22, 2015"
20824,Gabapentin (Page 43),"November 21, 2015"
20825,Gabapentin (Page 43),"November 20, 2015"
20826,Gabapentin (Page 43),"November 19, 2015"
20827,Gabapentin (Page 44),"November 17, 2015"
20828,Gabapentin (Page 44),"November 15, 2015"
20829,Gabapentin (Page 44),"November 15, 2015"
20830,Gabapentin (Page 44),"November 15, 2015"
20831,Gabapentin (Page 44),"November 14, 2015"
20832,Gabapentin (Page 44),"November 13, 2015"
20833,Gabapentin (Page 44),"November 12, 2015"
20834,Gabapentin (Page 44),"November 11, 2015"
20835,Gabapentin (Page 44),"November 10, 2015"
20836,Gabapentin (Page 44),"November 10, 2015"
20837,Gabapentin (Page 44),"November 8, 2015"
20838,Gabapentin (Page 44),"November 7, 2015"
20839,Gabapentin (Page 44),"November 4, 2015"
20840,Gabapentin (Page 44),"November 3, 2015"
20841,Gabapentin (Page 44),"November 2, 2015"
20842,Gabapentin (Page 44),"November 2, 2015"
20843,Gabapentin (Page 44),"November 2, 2015"
20844,Gabapentin (Page 44),"November 1, 2015"
20845,Gabapentin (Page 44),"October 28, 2015"
20846,Gabapentin (Page 44),"October 26, 2015"
20847,Gabapentin (Page 44),"October 24, 2015"
20848,Gabapentin (Page 44),"October 23, 2015"
20849,Gabapentin (Page 44),"October 21, 2015"
20850,Gabapentin (Page 44),"October 19, 2015"
20851,Gabapentin (Page 44),"October 19, 2015"
20852,Gabapentin (Page 45),"October 18, 2015"
20853,Gabapentin (Page 45),"October 16, 2015"
20854,Gabapentin (Page 45),"October 14, 2015"
20855,Gabapentin (Page 45),"October 12, 2015"
20856,Gabapentin (Page 45),"October 11, 2015"
20857,Gabapentin (Page 45),"October 6, 2015"
20858,Gabapentin (Page 45),"October 5, 2015"
20859,Gabapentin (Page 45),"October 5, 2015"
20860,Gabapentin (Page 45),"October 4, 2015"
20861,Gabapentin (Page 45),"October 2, 2015"
20862,Gabapentin (Page 45),"September 30, 2015"
20863,Gabapentin (Page 45),"September 29, 2015"
20864,Gabapentin (Page 45),"September 26, 2015"
20865,Gabapentin (Page 45),"September 25, 2015"
20866,Gabapentin (Page 45),"September 25, 2015"
20867,Gabapentin (Page 45),"September 24, 2015"
20868,Gabapentin (Page 45),"September 23, 2015"
20869,Gabapentin (Page 45),"September 23, 2015"
20870,Gabapentin (Page 45),"September 23, 2015"
20871,Gabapentin (Page 45),"September 22, 2015"
20872,Gabapentin (Page 45),"September 21, 2015"
20873,Gabapentin (Page 45),"September 19, 2015"
20874,Gabapentin (Page 45),"September 17, 2015"
20875,Gabapentin (Page 45),"September 12, 2015"
20876,Gabapentin (Page 45),"September 11, 2015"
20877,Gabapentin (Page 46),"September 10, 2015"
20878,Gabapentin (Page 46),"September 9, 2015"
20879,Gabapentin (Page 46),"September 7, 2015"
20880,Gabapentin (Page 46),"September 6, 2015"
20881,Gabapentin (Page 46),"September 6, 2015"
20882,Gabapentin (Page 46),"September 6, 2015"
20883,Gabapentin (Page 46),"September 5, 2015"
20884,Gabapentin (Page 46),"September 2, 2015"
20885,Gabapentin (Page 46),"September 1, 2015"
20886,Gabapentin (Page 46),"August 30, 2015"
20887,Gabapentin (Page 46),"August 29, 2015"
20888,Gabapentin (Page 46),"August 28, 2015"
20889,Gabapentin (Page 46),"August 28, 2015"
20890,Gabapentin (Page 46),"August 27, 2015"
20891,Gabapentin (Page 46),"August 25, 2015"
20892,Gabapentin (Page 46),"August 24, 2015"
20893,Gabapentin (Page 46),"August 24, 2015"
20894,Gabapentin (Page 46),"August 23, 2015"
20895,Gabapentin (Page 46),"August 22, 2015"
20896,Gabapentin (Page 46),"August 20, 2015"
20897,Gabapentin (Page 46),"August 19, 2015"
20898,Gabapentin (Page 46),"August 19, 2015"
20899,Gabapentin (Page 46),"August 18, 2015"
20900,Gabapentin (Page 46),"August 17, 2015"
20901,Gabapentin (Page 46),"August 17, 2015"
20902,Gabapentin (Page 47),"August 16, 2015"
20903,Gabapentin (Page 47),"August 13, 2015"
20904,Gabapentin (Page 47),"August 13, 2015"
20905,Gabapentin (Page 47),"August 12, 2015"
20906,Gabapentin (Page 47),"August 11, 2015"
20907,Gabapentin (Page 47),"August 10, 2015"
20908,Gabapentin (Page 47),"August 6, 2015"
20909,Gabapentin (Page 47),"August 6, 2015"
20910,Gabapentin (Page 47),"August 2, 2015"
20911,Gabapentin (Page 47),"August 1, 2015"
20912,Gabapentin (Page 47),"August 1, 2015"
20913,Gabapentin (Page 47),"July 29, 2015"
20914,Gabapentin (Page 47),"July 29, 2015"
20915,Gabapentin (Page 47),"July 29, 2015"
20916,Gabapentin (Page 47),"July 27, 2015"
20917,Gabapentin (Page 47),"July 27, 2015"
20918,Gabapentin (Page 47),"July 25, 2015"
20919,Gabapentin (Page 47),"July 23, 2015"
20920,Gabapentin (Page 47),"July 19, 2015"
20921,Gabapentin (Page 47),"July 19, 2015"
20922,Gabapentin (Page 47),"July 18, 2015"
20923,Gabapentin (Page 47),"July 16, 2015"
20924,Gabapentin (Page 47),"July 13, 2015"
20925,Gabapentin (Page 47),"July 11, 2015"
20926,Gabapentin (Page 47),"July 10, 2015"
20927,Gabapentin (Page 48),"July 9, 2015"
20928,Gabapentin (Page 48),"July 6, 2015"
20929,Gabapentin (Page 48),"July 3, 2015"
20930,Gabapentin (Page 48),"July 3, 2015"
20931,Gabapentin (Page 48),"July 3, 2015"
20932,Gabapentin (Page 48),"July 3, 2015"
20933,Gabapentin (Page 48),"June 30, 2015"
20934,Gabapentin (Page 48),"June 29, 2015"
20935,Gabapentin (Page 48),"June 29, 2015"
20936,Gabapentin (Page 48),"June 28, 2015"
20937,Gabapentin (Page 48),"June 28, 2015"
20938,Gabapentin (Page 48),"June 26, 2015"
20939,Gabapentin (Page 48),"June 20, 2015"
20940,Gabapentin (Page 48),"June 18, 2015"
20941,Gabapentin (Page 48),"June 18, 2015"
20942,Gabapentin (Page 48),"June 18, 2015"
20943,Gabapentin (Page 48),"June 10, 2015"
20944,Gabapentin (Page 48),"June 9, 2015"
20945,Gabapentin (Page 48),"June 8, 2015"
20946,Gabapentin (Page 48),"June 6, 2015"
20947,Gabapentin (Page 48),"June 6, 2015"
20948,Gabapentin (Page 48),"June 5, 2015"
20949,Gabapentin (Page 48),"June 5, 2015"
20950,Gabapentin (Page 48),"June 5, 2015"
20951,Gabapentin (Page 48),"June 2, 2015"
20952,Gabapentin (Page 49),"June 2, 2015"
20953,Gabapentin (Page 49),"June 1, 2015"
20954,Gabapentin (Page 49),"May 31, 2015"
20955,Gabapentin (Page 49),"May 29, 2015"
20956,Gabapentin (Page 49),"May 24, 2015"
20957,Gabapentin (Page 49),"May 23, 2015"
20958,Gabapentin (Page 49),"May 20, 2015"
20959,Gabapentin (Page 49),"May 20, 2015"
20960,Gabapentin (Page 49),"May 18, 2015"
20961,Gabapentin (Page 49),"May 12, 2015"
20962,Gabapentin (Page 49),"May 12, 2015"
20963,Gabapentin (Page 49),"May 12, 2015"
20964,Gabapentin (Page 49),"May 11, 2015"
20965,Gabapentin (Page 49),"May 9, 2015"
20966,Gabapentin (Page 49),"May 8, 2015"
20967,Gabapentin (Page 49),"May 8, 2015"
20968,Gabapentin (Page 49),"May 2, 2015"
20969,Gabapentin (Page 49),"May 1, 2015"
20970,Gabapentin (Page 49),"April 30, 2015"
20971,Gabapentin (Page 49),"April 30, 2015"
20972,Gabapentin (Page 49),"April 30, 2015"
20973,Gabapentin (Page 49),"April 29, 2015"
20974,Gabapentin (Page 49),"April 29, 2015"
20975,Gabapentin (Page 49),"April 28, 2015"
20976,Gabapentin (Page 49),"April 24, 2015"
